,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,movie_facebook_likes,profit,return_on_investment_perc
428,Pete Travis,432.0,95.0,38.0,20.0,Jason Cope,409.0,13401683.0,Wood Harris,Dredd ,203458.0,578.0,Rakie Ayola,0.0,brutality|dark humor|female antagonist|female warrior|post apocalypse,588.0,UK,R,35000000.0,2012.0,107.0,7.1,46000.0,-21598317.0,-61.70947714285714
429,Frank Coraci,173.0,107.0,153.0,233.0,Cameron Monaghan,11000.0,137340146.0,Adam Sandler,Click ,246492.0,12700.0,Julie Kavner,1.0,architect|frozen time|obese man|remote control|stopped time,685.0,USA,PG-13,70000000.0,2006.0,1000.0,6.4,7000.0,67340146.0,96.20020857142858
430,George A. Romero,127.0,130.0,0.0,602.0,Hal Holbrook,875.0,0.0,Ted Danson,Creepshow ,29932.0,2662.0,Adrienne Barbeau,0.0,anthology|child abuse|critically acclaimed|death|grindhouse,211.0,USA,R,8000000.0,1982.0,826.0,6.9,0.0,-8000000.0,-100.0
431,Brad Peyton,91.0,82.0,62.0,615.0,Sean Hayes,975.0,43575716.0,Jack McBrayer,Cats & Dogs: The Revenge of Kitty Galore ,10233.0,3326.0,Katt Williams,0.0,cartoon on tv|cat|dog|kitty|special agent,63.0,USA,PG,85000000.0,2010.0,760.0,4.3,0.0,-41424284.0,-48.73445176470588
432,Doug Liman,238.0,88.0,218.0,521.0,Hayden Christensen,17000.0,80170146.0,Kristen Stewart,Jumper ,243053.0,21863.0,Tom Hulce,0.0,bank|based on novel|ice|teleportation|vault,488.0,USA,PG-13,85000000.0,2008.0,4000.0,6.1,0.0,-4829854.0,-5.682181176470588
433,Guillermo del Toro,345.0,120.0,0.0,160.0,Iván Kamarás,3000.0,75754670.0,Seth MacFarlane,Hellboy II: The Golden Army ,208422.0,3632.0,Brian Steele,0.0,creature|elf|prince|rebellion|superhero,342.0,USA,PG-13,85000000.0,2008.0,169.0,7.0,3000.0,-9245330.0,-10.876858823529412
434,David Fincher,377.0,162.0,21000.0,495.0,Jake Gyllenhaal,21000.0,33048353.0,Robert Downey Jr.,Zodiac ,301279.0,36928.0,Anthony Edwards,0.0,cartoonist|reporter|serial killer|zodiac|zodiac killer,589.0,USA,R,65000000.0,2007.0,15000.0,7.7,12000.0,-31951647.0,-49.15638
435,Roger Spottiswoode,170.0,123.0,55.0,956.0,Michael Rapaport,3000.0,34543701.0,Robert Duvall,The 6th Day ,100001.0,5839.0,Tony Goldwyn,1.0,clone|cloning|future|laser gun|murder,289.0,USA,PG-13,82000000.0,2000.0,975.0,5.9,0.0,-47456299.0,-57.873535365853655
436,Tom Shadyac,191.0,101.0,293.0,1000.0,Steve Carell,11000.0,242589580.0,Morgan Freeman,Bruce Almighty ,296904.0,21276.0,Lisa Ann Walter,1.0,answer to prayer|breast expansion|pleading with god|supernatural power|walking on water,604.0,USA,PG-13,81000000.0,2003.0,7000.0,6.7,0.0,161589580.0,199.4933086419753
437,Sylvester Stallone,424.0,113.0,13000.0,5000.0,Sylvester Stallone,26000.0,102981571.0,Jason Statham,The Expendables ,270226.0,46355.0,Jet Li,9.0,action hero|assassination attempt|explosion|machine gun|rescue mission,741.0,USA,R,80000000.0,2010.0,13000.0,6.5,57000.0,22981571.0,28.72696375
438,Brian De Palma,154.0,110.0,0.0,898.0,Kristin Scott Thomas,10000.0,180965237.0,Tom Cruise,Mission: Impossible ,300542.0,12760.0,Vanessa Redgrave,0.0,disguise|mission|spy|stealing|traitor,378.0,USA,PG-13,80000000.0,1996.0,1000.0,7.1,0.0,100965237.0,126.20654625
439,Gary Ross,673.0,142.0,378.0,575.0,Josh Hutcherson,34000.0,407999255.0,Jennifer Lawrence,The Hunger Games ,701607.0,49942.0,Anthony Reynolds,0.0,fight to the death|game|massacre|self survival|suicide attempt,1959.0,USA,PG-13,78000000.0,2012.0,14000.0,7.3,140000.0,329999255.0,423.07596794871796
440,Todd Phillips,383.0,102.0,480.0,461.0,Mason Lee,14000.0,254455986.0,Bradley Cooper,The Hangover Part II ,375879.0,16143.0,Mike Tyson,0.0,hotel|male frontal nudity|pubic hair|thailand|wedding,402.0,USA,R,80000000.0,2011.0,670.0,6.5,56000.0,174455986.0,218.0699825
441,Tim Burton,153.0,126.0,13000.0,390.0,Vincent Schiavelli,920.0,162831698.0,Michael Gough,Batman Returns ,215255.0,2899.0,Andrew Bryniarski,0.0,box office hit|dc comics|gotham|mayor|penguin,610.0,USA,PG-13,80000000.0,1992.0,811.0,7.0,0.0,82831698.0,103.5396225
442,Tim Johnson,166.0,83.0,12.0,925.0,Steve Carell,13000.0,155019340.0,Bruce Willis,Over the Hedge ,127345.0,22813.0,Catherine O'Hara,1.0,bear|food|forest|raccoon|turtle,250.0,USA,PG,80000000.0,2006.0,7000.0,6.8,0.0,75019340.0,93.774175
443,Dean DeBlois,180.0,85.0,255.0,443.0,Jason Scott Lee,1000.0,145771527.0,Tia Carrere,Lilo & Stitch ,117212.0,3112.0,David Ogden Stiers,0.0,alien|escape|fugitive|hawaii|social worker,367.0,USA,PG,80000000.0,2002.0,533.0,7.2,0.0,65771527.0,82.21440875
444,Gary Winick,120.0,97.0,56.0,852.0,Julia Roberts,12000.0,82506325.0,Steve Buscemi,Charlotte's Web ,27838.0,23907.0,Oprah Winfrey,0.0,barn|pig|piglet|spider|uncle,102.0,USA,G,0.0,2006.0,8000.0,6.4,0.0,82506325.0,inf
445,Mimi Leder,125.0,120.0,75.0,3000.0,Jon Favreau,11000.0,140459099.0,Morgan Freeman,Deep Impact ,135601.0,22750.0,Robert Duvall,0.0,astronomer|comet|mission|president|secretary,493.0,USA,PG-13,75000000.0,1998.0,4000.0,6.1,0.0,65459099.0,87.27879866666667
446,Dean Parisot,234.0,116.0,23.0,110.0,Anthony Hopkins,13000.0,53215979.0,Bruce Willis,RED 2 ,125036.0,25220.0,Garrick Hagon,7.0,cia|cia agent|rescue|russian|team,205.0,USA,PG-13,84000000.0,2013.0,12000.0,6.7,22000.0,-30784021.0,-36.647644047619046
447,Peter Segal,134.0,113.0,88.0,421.0,Steve Reevis,11000.0,158115031.0,Adam Sandler,The Longest Yard ,130070.0,13693.0,Dalip Singh,11.0,coach|convict|football|prison|warden,316.0,USA,PG-13,82000000.0,2005.0,437.0,6.4,0.0,76115031.0,92.82320853658537
448,Mike Mitchell,91.0,87.0,31.0,733.0,Jesse McCartney,1000.0,133103929.0,Amy Poehler,Alvin and the Chipmunks: Chipwrecked ,22838.0,4073.0,Lauren Gottlieb,0.0,chipmunk|cruise ship|football ball|overboard|tennis ball,56.0,USA,G,75000000.0,2011.0,1000.0,4.4,0.0,58103929.0,77.47190533333334
449,Dennis Dugan,139.0,101.0,221.0,11000.0,Adam Sandler,12000.0,133668525.0,Steve Buscemi,Grown Ups 2 ,107817.0,39269.0,Jon Lovitz,4.0,belching|number in title|party|reference to nicki minaj|sneezing,255.0,USA,PG-13,80000000.0,2013.0,11000.0,5.4,14000.0,53668525.0,67.08565625
450,Peter Segal,265.0,110.0,88.0,11000.0,Dwayne Johnson,13000.0,130313314.0,Bill Murray,Get Smart ,168172.0,44798.0,Anne Hathaway,1.0,airplane|misunderstanding|obese woman|overweight woman|spy,380.0,USA,PG-13,80000000.0,2008.0,12000.0,6.5,0.0,50313314.0,62.8916425
451,Nancy Meyers,145.0,128.0,278.0,343.0,Jon Favreau,18000.0,124590960.0,Keanu Reeves,Something's Gotta Give ,91092.0,22679.0,Paul Michael Glaser,1.0,beach|dating|doctor|heart attack|weekend,402.0,USA,PG-13,80000000.0,2003.0,4000.0,6.7,0.0,44590960.0,55.738699999999994
452,Martin Scorsese,490.0,138.0,17000.0,163.0,Joseph Sikora,29000.0,127968405.0,Leonardo DiCaprio,Shutter Island ,786092.0,29585.0,Nellie Sciutto,0.0,female prisoner|plot twist|self delusion|surprise ending|year 1954,964.0,USA,R,80000000.0,2010.0,223.0,8.1,53000.0,47968405.0,59.96050625
453,Seth Gordon,141.0,88.0,91.0,982.0,Robert Duvall,4000.0,120136047.0,Jon Favreau,Four Christmases ,48500.0,9913.0,Katy Mixon,2.0,airport|christmas|news broadcast|tv broadcast|tv news,124.0,Others,PG-13,80000000.0,2008.0,3000.0,5.6,0.0,40136047.0,50.17005875
454,Chris Wedge,163.0,91.0,77.0,208.0,Drew Carey,1000.0,128200012.0,Jim Broadbent,Robots ,103022.0,1804.0,Paula Abdul,1.0,actor voicing multiple characters|box office hit|coffee|plate|robot,269.0,USA,PG,75000000.0,2005.0,311.0,6.3,0.0,53200012.0,70.93334933333333
455,John Woo,155.0,138.0,610.0,805.0,CCH Pounder,12000.0,112225777.0,Nicolas Cage,Face/Off ,283967.0,17087.0,Joan Allen,0.0,death of child|face|face transplant|prison|terrorist,535.0,USA,R,80000000.0,1997.0,1000.0,7.3,11000.0,32225777.0,40.28222125
456,Adam Shankman,144.0,99.0,163.0,495.0,Carmen Electra,11000.0,109993847.0,Adam Sandler,Bedtime Stories ,72326.0,12831.0,Kathryn Joosten,0.0,2000s|bedtime story|elephant|handyman|tween girl,116.0,USA,PG,80000000.0,2008.0,869.0,6.1,0.0,29993847.0,37.49230875
457,Sam Mendes,226.0,117.0,0.0,818.0,Jennifer Jason Leigh,15000.0,104054514.0,Tom Hanks,Road to Perdition ,200359.0,16828.0,Liam Aiken,0.0,1930s|blood|gun|on the run|revenge,1009.0,USA,R,80000000.0,2002.0,1000.0,7.7,0.0,24054514.0,30.0681425
458,Dennis Dugan,204.0,117.0,221.0,503.0,Bailee Madison,11000.0,103028109.0,Adam Sandler,Just Go with It ,172878.0,16325.0,Kevin Nealon,1.0,chick flick|hawaii|love|plastic surgeon|woman wearing a string bikini,203.0,USA,PG-13,80000000.0,2011.0,3000.0,6.4,19000.0,23028109.0,28.785136249999997
460,Simon West,139.0,123.0,165.0,744.0,Monica Potter,12000.0,101087161.0,Steve Buscemi,Con Air ,225282.0,15362.0,Dave Chappelle,6.0,army rangers|convict|criminal|escape|prison,339.0,USA,R,75000000.0,1997.0,878.0,6.8,0.0,26087161.0,34.78288133333333
461,D.J. Caruso,215.0,118.0,154.0,915.0,Ethan Embry,3000.0,101111837.0,Rosario Dawson,Eagle Eye ,150764.0,5637.0,Cameron Boyce,3.0,audio surveillance|death|pentagon|technology|twin brother,318.0,USA,PG-13,80000000.0,2008.0,982.0,6.6,0.0,21111837.0,26.389796250000003
462,Anthony Minghella,198.0,154.0,333.0,16000.0,Natalie Portman,22000.0,95632614.0,Philip Seymour Hoffman,Cold Mountain ,118483.0,61110.0,Charlie Hunnam,3.0,civil war|mountain|soldier|well|wounded soldier,674.0,USA,R,79000000.0,2003.0,20000.0,7.2,0.0,16632614.0,21.053941772151898
463,Albert Hughes,325.0,118.0,117.0,10000.0,Mila Kunis,18000.0,94822707.0,Denzel Washington,The Book of Eli ,227072.0,44797.0,Gary Oldman,0.0,blind|book|long take|post apocalypse|water,560.0,USA,R,80000000.0,2010.0,15000.0,6.9,20000.0,14822707.0,18.52838375
464,Les Mayfield,53.0,90.0,10.0,159.0,Jodi Benson,49000.0,92969824.0,Robin Williams,Flubber ,63625.0,50005.0,Sam Lloyd,1.0,college|flubber|flying rubber|professor|wedding,64.0,USA,PG,80000000.0,1997.0,570.0,5.2,0.0,12969824.0,16.21228
465,Jan de Bont,167.0,113.0,101.0,913.0,Lili Taylor,14000.0,91188905.0,Liam Neeson,The Haunting ,58184.0,17786.0,Virginia Madsen,0.0,greenhouse|haunted house|horror movie remake|mansion|old house,805.0,USA,PG-13,80000000.0,1999.0,960.0,4.9,0.0,11188905.0,13.98613125
466,Joe Pytka,46.0,88.0,30.0,366.0,Wayne Knight,13000.0,90443603.0,Bill Murray,Space Jam ,112167.0,15001.0,Michael Jordan,1.0,alien|basketball|basketball game|cult film|monstars,123.0,USA,PG,80000000.0,1996.0,967.0,6.3,0.0,10443603.0,13.054503749999999
467,Shawn Levy,147.0,93.0,189.0,38.0,Henry Czerny,1000.0,82226474.0,Roger Rees,The Pink Panther ,65499.0,1267.0,William Abadie,0.0,diamond|france|investigation|pink panther|soccer,424.0,USA,PG,65000000.0,2006.0,177.0,5.6,0.0,17226474.0,26.50226769230769
468,Scott Derrickson,276.0,104.0,301.0,71.0,Jon Hamm,18000.0,79363785.0,Keanu Reeves,The Day the Earth Stood Still ,139423.0,22194.0,Juan Riedinger,0.0,alien|earth|giant robot|military|scientist,698.0,USA,PG-13,80000000.0,2008.0,4000.0,5.5,0.0,-636215.0,-0.79526875
469,Richard Donner,80.0,135.0,503.0,67.0,Alex McArthur,8000.0,76081498.0,Julia Roberts,Conspiracy Theory ,76099.0,8355.0,Michael Potts,1.0,conspiracy|fbi|mk ultra|newsletter|taxi,162.0,USA,R,75000000.0,1997.0,137.0,6.7,0.0,1081498.0,1.4419973333333334
470,David Ayer,406.0,134.0,452.0,697.0,Logan Lerman,11000.0,85707116.0,Brad Pitt,Fury ,303185.0,20411.0,Jim Parrack,4.0,battle|battlefield|brutality|combat|tank,701.0,USA,R,68000000.0,2014.0,8000.0,7.6,82000.0,17707116.0,26.039876470588236
471,Ivan Reitman,97.0,98.0,425.0,397.0,Anne Heche,11000.0,74329966.0,Harrison Ford,Six Days Seven Nights ,60910.0,12729.0,Amy Sedaris,2.0,airplane|island|pilot|storm|thunderstorm,164.0,USA,PG-13,70000000.0,1998.0,643.0,5.7,0.0,4329966.0,6.185665714285714
472,Eric Brevig,143.0,80.0,40.0,375.0,Tom Cavanagh,3000.0,100169068.0,Justin Timberlake,Yogi Bear ,16385.0,4394.0,Josh Robert Thompson,0.0,bear|mayor|park|sabotage|yogi bear,100.0,USA,PG,80000000.0,2010.0,642.0,4.6,0.0,20169068.0,25.211335000000002
473,Kelly Asbury,106.0,83.0,21.0,495.0,Charles Napier,13000.0,73215310.0,Matt Damon,Spirit: Stallion of the Cimarron ,44143.0,14261.0,Zahn McClarnon,0.0,cavalry|escape|herd|stallion|wild stallion,216.0,USA,G,80000000.0,2002.0,503.0,7.0,4000.0,-6784690.0,-8.4808625
474,Frank Coraci,178.0,102.0,153.0,269.0,Leslie Bibb,3000.0,80360866.0,Rosario Dawson,Zookeeper ,44662.0,5392.0,Nicholas Turturro,1.0,champagne bottle|coca cola|jewelry box|red bull|zoo,127.0,USA,PG,80000000.0,2011.0,1000.0,5.2,0.0,360866.0,0.45108250000000005
475,Stephen Hopkins,102.0,130.0,81.0,427.0,William Hurt,10000.0,69102910.0,Gary Oldman,Lost in Space ,58402.0,12186.0,June Lockhart,0.0,based on tv series|remake|robot|scientist|spaceship,370.0,USA,PG-13,80000000.0,1998.0,882.0,5.1,0.0,-10897090.0,-13.6213625
476,Jonathan Demme,209.0,129.0,438.0,502.0,Dorian Missick,18000.0,65948711.0,Denzel Washington,The Manchurian Candidate ,86422.0,20056.0,Jose Pablo Cantillo,1.0,brainwashed assassin|conspiracy|critically acclaimed|mother son relationship|soldier,363.0,USA,R,80000000.0,2004.0,1000.0,6.6,0.0,-14051289.0,-17.56411125
477,Henry Jaglom,19.0,117.0,69.0,87.0,Stephen Dillane,898.0,821997.0,Vanessa Redgrave,Déjà Vu ,666.0,1753.0,Michael Brandon,0.0,american|love|pin|ruby|stranger,40.0,USA,PG-13,0.0,1997.0,577.0,7.0,91.0,821997.0,inf
478,Genndy Tartakovsky,152.0,89.0,266.0,859.0,Adam Sandler,12000.0,169692572.0,Steve Buscemi,Hotel Transylvania 2 ,56501.0,26839.0,Fran Drescher,0.0,california|dracula|hotel|transylvania|vampire,97.0,USA,PG,80000000.0,2015.0,11000.0,6.7,16000.0,89692572.0,112.115715
480,James Algar,129.0,74.0,11.0,62.0,Penn Jillette,340.0,60507228.0,Quincy Jones,Fantasia 2000 ,27543.0,814.0,Russi Taylor,0.0,abstract|ark|disney|fairy tale|piano,186.0,USA,G,80000000.0,1999.0,243.0,7.3,607.0,-19492772.0,-24.365965
481,Simon Wells,124.0,96.0,25.0,102.0,Alan Young,891.0,56684819.0,Mark Addy,The Time Machine ,103787.0,1919.0,Josh Stamberg,0.0,hunter|scientist|time machine|time travel|time travel romance,615.0,USA,PG-13,80000000.0,2002.0,639.0,5.9,3000.0,-23315181.0,-29.143976249999998
482,Ron Underwood,35.0,114.0,31.0,372.0,Mika Boorem,9000.0,50628009.0,Charlize Theron,Mighty Joe Young ,22955.0,10731.0,David Paymer,0.0,animal|california|gorilla|hunter|poacher,88.0,USA,PG,90000000.0,1998.0,496.0,5.6,0.0,-39371991.0,-43.74665666666667
483,Dominic Sena,166.0,99.0,57.0,820.0,Don Cheadle,20000.0,69772969.0,Hugh Jackman,Swordfish ,155532.0,25942.0,Sam Shepard,4.0,computer|secret agent|terrorism|told in flashback|wearing a sound wire,543.0,USA,R,80000000.0,2001.0,3000.0,6.5,0.0,-10227031.0,-12.78378875
484,Martin Campbell,137.0,129.0,258.0,163.0,Nick Chinlund,2000.0,45356386.0,Michael Emerson,The Legend of Zorro ,71574.0,2864.0,Adrian Alonso,1.0,california|fight|hero|mask|zorro,244.0,USA,PG,75000000.0,2005.0,277.0,5.9,951.0,-29643614.0,-39.52481866666667
485,Vincent Ward,121.0,113.0,25.0,129.0,Annabella Sciorra,49000.0,55350897.0,Robin Williams,What Dreams May Come ,83560.0,49631.0,Rosalind Chao,1.0,heaven|hell|soul|soul mate|suicide,619.0,USA,PG-13,85000000.0,1998.0,448.0,7.0,32000.0,-29649103.0,-34.88129764705882
486,Steven Brill,87.0,90.0,65.0,658.0,Jon Lovitz,11000.0,39442871.0,Adam Sandler,Little Nicky ,80639.0,25190.0,Michael McKean,0.0,angel|devil|flask|hell|the devil,237.0,USA,PG-13,80000000.0,2000.0,11000.0,5.3,0.0,-40557129.0,-50.69641125
487,Terry Gilliam,233.0,118.0,0.0,871.0,Heath Ledger,13000.0,37899638.0,Matt Damon,The Brothers Grimm ,98472.0,27114.0,Mackenzie Crook,2.0,creature|curse|exorcism|girl|village,492.0,USA,PG-13,88000000.0,2005.0,13000.0,5.9,0.0,-50100362.0,-56.93222954545455
488,Tim Burton,132.0,106.0,13000.0,733.0,Martin Short,20000.0,37754208.0,Natalie Portman,Mars Attacks! ,172217.0,22590.0,Lukas Haas,3.0,alien|general|martian|president|weapon,405.0,USA,PG-13,70000000.0,1996.0,770.0,6.3,0.0,-32245792.0,-46.06541714285714
489,Lucile Hadzihalilovic,63.0,81.0,92.0,8.0,Roxane Duran,23.0,0.0,Nissim Renard,Evolution ,979.0,54.0,Julie-Marie Parmentier,0.0,boy|giving birth|nurse|sea|ultrasonography,3.0,Others,R,0.0,2015.0,21.0,6.4,257.0,0.0,0.0
490,Lee Tamahori,95.0,117.0,93.0,904.0,Harold Perrineau,12000.0,27779888.0,Anthony Hopkins,The Edge ,55913.0,14831.0,Bart the Bear,2.0,bear|billionaire|crash|survival tactics|wilderness,182.0,USA,R,0.0,1997.0,1000.0,6.9,0.0,27779888.0,inf
491,Jonathan Mostow,258.0,89.0,84.0,1000.0,Devin Ratray,13000.0,38542418.0,Bruce Willis,Surrogates ,151424.0,18132.0,Boris Kodjoe,5.0,android|fbi agent|future|murder|robot,252.0,USA,PG-13,80000000.0,2009.0,1000.0,6.3,0.0,-41457582.0,-51.8219775
492,Roger Donaldson,162.0,145.0,79.0,183.0,Jon Foster,981.0,34566746.0,Bruce Greenwood,Thirteen Days ,45231.0,1825.0,Bruce Thomas,1.0,blockade|crisis|cuba|missile|president,315.0,USA,PG-13,80000000.0,2000.0,274.0,7.3,0.0,-45433254.0,-56.79156749999999
493,Rob Cohen,61.0,114.0,357.0,366.0,Viggo Mortensen,13000.0,32885565.0,Sylvester Stallone,Daylight ,53132.0,25126.0,Amy Brenneman,0.0,collapsing tunnel|explosion|new jersey|tunnel|weimaraner,101.0,USA,PG-13,80000000.0,1996.0,10000.0,5.8,0.0,-47114435.0,-58.89304375
494,Barry Cook,113.0,87.0,43.0,210.0,Tiya Sircar,882.0,36073232.0,Charlie Rowe,Walking with Dinosaurs 3D ,8913.0,1971.0,Madison Rothschild,0.0,brother|dinosaur|head butt|hero|orphan,66.0,USA,PG,80000000.0,2013.0,396.0,5.2,0.0,-43926768.0,-54.908460000000005
495,Roger Christian,174.0,119.0,64.0,41.0,Michael Byrne,743.0,21471685.0,Richard Tyson,Battlefield Earth ,65464.0,971.0,John Topor,0.0,alien|bad acting|pulp fiction|resistance fighter|voyager golden record,1308.0,USA,PG-13,44000000.0,2000.0,117.0,2.4,0.0,-22528315.0,-51.20071590909091
496,Joe Dante,101.0,91.0,287.0,695.0,Jenna Elfman,3000.0,20950820.0,Brendan Fraser,Looney Tunes: Back in Action ,24183.0,5593.0,Heather Locklear,4.0,diamond|duck|monkey|spy|stuntman,160.0,Others,PG,80000000.0,2003.0,739.0,5.7,665.0,-59049180.0,-73.811475
497,Rob Marshall,205.0,118.0,252.0,30.0,Elio Germano,529.0,19673424.0,Fergie,Nine ,37446.0,619.0,Andrea Di Stefano,4.0,based on stage musical based on film|child abuse|film director|italian|mistress,232.0,USA,PG-13,80000000.0,2009.0,48.0,5.8,0.0,-60326576.0,-75.40822
498,Richard Donner,123.0,116.0,503.0,982.0,Gerard Butler,23000.0,19480739.0,Paul Walker,Timeline ,53057.0,43887.0,Ethan Embry,0.0,castle|france|professor|student|time machine,457.0,USA,PG-13,80000000.0,2003.0,18000.0,5.6,0.0,-60519261.0,-75.64907625000001
499,Kevin Costner,79.0,177.0,0.0,582.0,Brian Anthony Wilson,766.0,17593391.0,Olivia Williams,The Postman ,56403.0,4346.0,Larenz Tate,1.0,drifter|escape|hope|postman|usa,376.0,USA,R,80000000.0,1997.0,674.0,6.0,0.0,-62406609.0,-78.00826125
500,George Miller,61.0,97.0,750.0,231.0,Elizabeth Daily,1000.0,18318000.0,Adam Goldberg,Babe: Pig in the City ,24868.0,2521.0,Glenne Headly,0.0,animal|farm|farmer|hotel|pig,216.0,Others,G,80000000.0,1998.0,971.0,5.8,964.0,-61682000.0,-77.10249999999999
501,Breck Eisner,202.0,106.0,42.0,612.0,Joseph Gilgun,14000.0,27356090.0,Vin Diesel,The Last Witch Hunter ,58752.0,16922.0,Lotte Verbeek,0.0,box office flop|burned to death|magic|witch|witch hunter,117.0,USA,PG-13,90000000.0,2015.0,788.0,6.0,21000.0,-62643910.0,-69.60434444444445
502,Antony Hoffman,145.0,106.0,14.0,0.0,Val Kilmer,2.0,17473245.0,Bob Neill,Red Planet ,47612.0,2.0,Tom Sizemore,1.0,astronaut|mars|robot|robot as menace|survival,348.0,USA,PG-13,70000000.0,2000.0,0.0,5.7,995.0,-52526755.0,-75.03822142857143
503,Luc Besson,101.0,94.0,0.0,14.0,Adam LeFevre,563.0,15131330.0,Mia Farrow,Arthur and the Invisibles ,25843.0,683.0,Penny Balfour,0.0,boy|debt|garden|princess|treasure,64.0,Others,PG,86000000.0,2006.0,80.0,6.0,941.0,-70868670.0,-82.40543023255815
504,Jacques Perrin,113.0,104.0,63.0,7.0,Jacques Perrin,67.0,19406406.0,Pedro Armendáriz Jr.,Oceans ,7630.0,152.0,Rie Miyazawa,0.0,damselfish|ocean habitat|ocean life|razorfish|spider crab,42.0,Others,G,40000000.0,2009.0,63.0,7.8,0.0,-20593594.0,-51.483985
505,Peter Hyams,113.0,102.0,0.0,212.0,Catherine McCormack,1000.0,1891821.0,David Oyelowo,A Sound of Thunder ,16474.0,1890.0,Jemima Rooper,0.0,butterfly|hunter|time|time travel|wave,301.0,UK,PG-13,52000000.0,2005.0,307.0,4.2,785.0,-50108179.0,-96.36188269230769
506,Paul W.S. Anderson,272.0,105.0,545.0,74.0,Currie Graham,795.0,23219748.0,Sasha Roiz,Pompeii ,84508.0,1099.0,Dylan Schombing,0.0,arena|lava bomb|mount vesuvius|pompeii|slave,308.0,Others,PG-13,80000000.0,2014.0,172.0,5.6,20000.0,-56780252.0,-70.97531500000001
508,Ron Howard,205.0,135.0,2000.0,535.0,Austin Pendleton,1000.0,170708996.0,Adam Goldberg,A Beautiful Mind ,610568.0,2827.0,Judd Hirsch,0.0,conspiracy|cryptography|mathematician|mental illness|nobel prize,1171.0,USA,PG-13,58000000.0,2001.0,592.0,8.2,29000.0,112708996.0,194.32585517241378
509,Roger Allers,186.0,73.0,28.0,847.0,Nathan Lane,2000.0,422783777.0,Matthew Broderick,The Lion King ,644348.0,6458.0,Niketa Calame,0.0,king|prince|scar|uncle|unnecessary guilt,656.0,USA,G,45000000.0,1994.0,886.0,8.5,17000.0,377783777.0,839.5195044444444
510,Brad Peyton,178.0,94.0,62.0,722.0,Dwayne Johnson,14000.0,103812241.0,Josh Hutcherson,Journey 2: The Mysterious Island ,67296.0,27842.0,Kristin Davis,3.0,gold|hurricane|island|mountain|mysterious island,133.0,USA,PG,79000000.0,2012.0,12000.0,5.8,0.0,24812241.0,31.407899999999998
511,Cody Cameron,169.0,95.0,18.0,18.0,Khamani Griffin,622.0,119793567.0,Will Forte,Cloudy with a Chance of Meatballs 2 ,64387.0,848.0,Melissa Sturm,0.0,food|inventor|island|orangutan|scientist,85.0,USA,PG,78000000.0,2013.0,161.0,6.5,15000.0,41793567.0,53.58149615384615
512,Brett Ratner,210.0,124.0,420.0,876.0,Anthony Hopkins,22000.0,92930005.0,Philip Seymour Hoffman,Red Dragon ,204063.0,35867.0,Emily Watson,0.0,criminal profile|fbi agent|madman|tabloid reporter|tragic villain,764.0,Others,R,78000000.0,2002.0,12000.0,7.2,0.0,14930005.0,19.14103205128205
